date,hour,type,1246A,1247A,1248A,date,hour,type,1246A,1247A,1248A,date,hour,type,1246A,1247A,1248A,date,hour,type,1246A,1247A,date,hour,type,1246A,1247A,1248A
20191221,21,CO_24h,1,1.2,,20191222,21,CO_24h,0.9,1,,20191223,21,CO_24h,1.1,1,,20191224,21,CO_24h,0.8,0.7,20191225,21,CO_24h,1,0.6,
20191221,22,AQI,35,39,,20191222,22,AQI,40,42,,20191223,22,AQI,29,26,,20191224,22,AQI,41,46,20191225,22,AQI,62,55,
20191221,22,PM2.5,19,27,,20191222,22,PM2.5,27,29,,20191223,22,PM2.5,18,16,,20191224,22,PM2.5,27,31,20191225,22,PM2.5,44,39,
20191221,22,PM2.5_24h,32,28,,20191222,22,PM2.5_24h,15,17,,20191223,22,PM2.5_24h,31,32,,20191224,22,PM2.5_24h,14,12,20191225,22,PM2.5_24h,31,37,
20191221,22,PM10,22,34,,20191222,22,PM10,40,31,,20191223,22,PM10,29,26,,20191224,22,PM10,41,46,20191225,22,PM10,60,51,
20191221,22,PM10_24h,42,39,,20191222,22,PM10_24h,17,20,,20191223,22,PM10_24h,44,39,,20191224,22,PM10_24h,21,19,20191225,22,PM10_24h,43,52,
20191221,22,SO2,8,6,,20191222,22,SO2,4,6,,20191223,22,SO2,2,5,,20191224,22,SO2,5,4,20191225,22,SO2,3,5,
20191221,22,SO2_24h,5,7,,20191222,22,SO2_24h,2,6,,20191223,22,SO2_24h,5,8,,20191224,22,SO2_24h,3,5,20191225,22,SO2_24h,3,5,
20191221,22,NO2,69,62,,20191222,22,NO2,58,49,,20191223,22,NO2,37,30,,20191224,22,NO2,29,41,20191225,22,NO2,64,68,
20191221,22,NO2_24h,68,60,,20191222,22,NO2_24h,54,50,,20191223,22,NO2_24h,52,45,,20191224,22,NO2_24h,31,25,20191225,22,NO2_24h,46,54,
20191221,22,O3,4,,,20191222,22,O3,3,,,20191223,22,O3,42,40,,20191224,22,O3,35,21,20191225,22,O3,3,,
20191221,22,O3_24h,9,1,,20191222,22,O3_24h,15,17,,20191223,22,O3_24h,42,42,,20191224,22,O3_24h,60,57,20191225,22,O3_24h,26,16,
20191221,22,O3_8h,4,,,20191222,22,O3_8h,6,4,,20191223,22,O3_8h,28,28,,20191224,22,O3_8h,35,37,20191225,22,O3_8h,4,1,
20191221,22,O3_8h_24h,4,,,20191222,22,O3_8h_24h,10,9,,20191223,22,O3_8h_24h,28,28,,20191224,22,O3_8h_24h,53,52,20191225,22,O3_8h_24h,21,15,
20191221,22,CO,0.9,1.4,,20191222,22,CO,1.3,1.1,,20191223,22,CO,0.9,0.7,,20191224,22,CO,0.9,0.5,20191225,22,CO,1.4,0.8,
20191221,22,CO_24h,1,1.2,,20191222,22,CO_24h,1,0.9,,20191223,22,CO_24h,1.1,1,,20191224,22,CO_24h,0.8,0.6,20191225,22,CO_24h,1,0.6,
20191221,23,AQI,34,38,,20191222,23,AQI,40,42,,20191223,23,AQI,29,22,,20191224,23,AQI,42,52,20191225,23,AQI,46,53,
20191221,23,PM2.5,18,26,,20191222,23,PM2.5,28,29,,20191223,23,PM2.5,19,14,,20191224,23,PM2.5,27,36,20191225,23,PM2.5,32,37,
20191221,23,PM2.5_24h,30,26,,20191222,23,PM2.5_24h,15,18,,20191223,23,PM2.5_24h,31,32,,20191224,23,PM2.5_24h,14,13,20191225,23,PM2.5_24h,31,37,
20191221,23,PM10,20,31,,20191222,23,PM10,40,30,,20191223,23,PM10,29,22,,20191224,23,PM10,42,53,20191225,23,PM10,41,50,
20191221,23,PM10_24h,39,37,,20191222,23,PM10_24h,18,20,,20191223,23,PM10_24h,43,39,,20191224,23,PM10_24h,21,21,20191225,23,PM10_24h,43,52,
20191221,23,SO2,4,6,,20191222,23,SO2,4,5,,20191223,23,SO2,1,5,,20191224,23,SO2,3,4,20191225,23,SO2,2,5,
20191221,23,SO2_24h,5,7,,20191222,23,SO2_24h,2,6,,20191223,23,SO2_24h,5,8,,20191224,23,SO2_24h,3,5,20191225,23,SO2_24h,3,5,
20191221,23,NO2,67,59,,20191222,23,NO2,57,46,,20191223,23,NO2,30,26,,20191224,23,NO2,36,46,20191225,23,NO2,64,68,
20191221,23,NO2_24h,68,60,,20191222,23,NO2_24h,54,50,,20191223,23,NO2_24h,51,44,,20191224,23,NO2_24h,32,26,20191225,23,NO2_24h,47,54,
20191221,23,O3,2,,,20191222,23,O3,3,,,20191223,23,O3,48,44,,20191224,23,O3,26,14,20191225,23,O3,3,,
20191221,23,O3_24h,9,1,,20191222,23,O3_24h,15,17,,20191223,23,O3_24h,48,44,,20191224,23,O3_24h,60,57,20191225,23,O3_24h,24,16,
20191221,23,O3_8h,4,,,20191222,23,O3_8h,5,2,,20191223,23,O3_8h,31,31,,20191224,23,O3_8h,34,32,20191225,23,O3_8h,3,,
20191221,23,O3_8h_24h,4,,,20191222,23,O3_8h_24h,10,9,,20191223,23,O3_8h_24h,31,31,,20191224,23,O3_8h_24h,53,52,20191225,23,O3_8h_24h,21,15,
20191221,23,CO,1,1.3,,20191222,23,CO,1.2,0.9,,20191223,23,CO,1.2,0.7,,20191224,23,CO,0.8,0.5,20191225,23,CO,1.5,0.9,
20191221,23,CO_24h,1,1.2,,20191222,23,CO_24h,1,0.9,,20191223,23,CO_24h,1.1,1,,20191224,23,CO_24h,0.8,0.6,20191225,23,CO_24h,1,0.6,
